Time,jersey_number,TeamA_Goals,TeamB_Goals,Team,numberGoals
345,13,19,28, , 
346,17,19,28, , 
347,15,19,28, , 
348,3,19,28, , 
349,12,19,28, , 
350,12,19,28, , 
351,13,19,28, , 
352,7,19,28, , 
353,11,19,28, , 
354,5,19,29, , 
355,4,19,29, , 
356,18,19,29, , 
357,12,20,29, , 
358,1,20,29, , 
359,14,20,29, , 
360,5,20,29, , 
361,5,20,29, , 
362,14,20,29, , 
363,6,20,29, , 
364,17,20,29, , 
365,15,20,29, , 
366,12,20,29, , 
367,13,20,29, , 
368,20,20,29, , 
369,8,20,29, , 
370,14,20,29, , 
371,5,20,30, , 
372,22,20,30, , 
373,18,20,30, , 
374,12,20,30, , 
375,3,20,30, , 
376,13,20,30, , 
377,4,20,30, , 
378,10,20,30, , 
379,5,20,31, , 
380,9,20,31, , 
381,12,20,31, , 
382,13,20,31, , 
383,19,20,31, , 
384,16,20,31, , 
385,5,20,32, , 
386,21,20,32, , 
387,10,20,32, , 
388,3,21,32, , 
389,7,21,32, , 
390,11,21,32, , 
391,3,22,32, , 
392,20,22,32, , 
393,11,22,32, , 
394,14,22,32, , 
395,6,22,32, , 
396,17,22,32, , 
397,10,22,32, , 
398,3,22,32, , 
399,12,22,32, , 
400,12,22,32, , 
401,12,22,32, , 
402,13,22,32, , 
403,2,22,32, , 
404,16,22,32, , 
405,14,22,32, , 
406,5,22,33, , 
407,18,22,33, , 
408,3,22,33, , 
409,3,22,33, , 
410,13,22,33, , 
411,19,22,33, , 
412,9,22,33, , 
413,3,22,33, , 
414,13,22,33, , 
415,20,22,33, , 
416,8,22,33, , 
417,5,22,34, , 
418,21,22,34, , 
419,9,22,34, , 
420,12,22,34, , 
421,13,22,34, , 
422,7,22,34, , 
423,11,22,34, , 
424,14,22,34, , 
425,5,22,34, , 
426,14,22,34, , 
427,6,22,34, , 
428,21,22,34, , 
429,9,22,34, , 
430,3,22,34, , 
431,13,22,34, , 
432,19,22,34, , 
433,1,22,34, , 
434,14,22,34, , 
435,5,22,34, , 
436,6,22,34, , 
437,4,22,34, , 
438,15,22,34, , 
439,12,22,34, , 
440,12,22,34, , 
441,13,22,34, , 
442,19,22,34, , 
443,16,22,34, , 
444,14,22,34, , 
445,6,22,34, , 
446,17,22,34, , 
447,10,22,34, , 
448,3,23,34, , 
449,5,23,35, , 
450,12,23,35, , 
451,12,23,35, , 
452,13,23,35, , 
453,7,23,35, , 
454,18,23,35, , 
455,12,23,35, , 
456,12,23,35, , 
457,13,23,35, , 
458,19,23,35, , 
459,11,23,35, , 
460,14,23,35, , 
461,5,23,35, , 
462,14,23,35, , 
463,3,23,35, , 
464,14,23,36, , 
465,17,23,36, , 
466,10,23,36, , 
467,3,23,36, , 
468,13,23,36, , 
469,2,23,36, , 
470,16,23,36, , 
471,5,23,36, , 
472,12,23,36, , 
473,5,23,36, , 
474,14,23,37, , 
475,9,23,37, , 
476,14,23,37, , 
477,6,23,37, , 
478,4,23,37, , 
479,15,23,37, , 
480,3,23,37, , 
481,3,24,37, , 
482,1,24,37, , 
483,5,24,37, , 
484,14,24,37, , 
485,5,24,37, , 
486,14,24,37, , 
487,6,24,37, , 
488,17,24,37, , 
489,10,24,37, , 
490,12,24,37, , 
491,12,24,37, , 
492,12,24,37, , 
493,3,25,37, , 
494,16,25,37, , 
495,12,25,37, , 
496,13,25,37, , 
497,7,25,37, , 
498,18,25,37, , 
499,3,25,37, , 
500,12,25,37, , 
501,13,25,37, , 
502,20,25,37, , 
503,18,25,37, , 
504,5,25,37, , 
505,6,25,37, , 
506,22,25,37, , 
507,9,25,37, , 
508,3,26,37, , 
509,8,26,37, , 
510,5,26,38, , 
511,18,26,38, , 
512,12,26,38, , 
513,12,26,38, , 
514,3,26,38, , 
515,3,27,38, , 
516,1,27,38, , 
517,5,27,39, , 
518,22,27,39, , 
519,18,27,39, , 
520,3,27,39, , 
521,13,27,39, , 
522,22,27,39, , 
523,9,27,39, , 
524,3,27,39, , 
525,3,27,39, , 
526,13,27,39, , 
527,20,27,39, , 
528,8,27,39, , 
529,14,27,39, , 
530,14,27,39, , 
531,14,27,39, , 
532,12,27,39, , 
533,12,27,39, , 
534,12,27,39, , 
535,13,27,39, , 
536,2,27,39, , 
537,16,27,39, , 
538,14,27,40, , 
539,10,27,40, , 
540,3,27,40, , 
541,13,27,40, , 
542,20,27,40, , 
543,18,27,40, , 
544,3,28,40, , 
545,20,28,40, , 
546,1,28,40, , 
547,14,28,40, , 
548,6,28,40, , 
549,17,28,40, , 
550,18,28,40, , 
551,12,28,40, , 
552,3,28,40, , 
553,12,28,40, , 
554,3,28,40, , 
555,3,29,40, , 
556,14,29,40, , 
557,6,29,40, , 
558,22,29,40, , 
559,9,29,40, , 
560,12,29,40, , 
561,13,29,40, , 
562,22,29,40, , 
563,10,29,40, , 
564,3,30,40, , 
565,1,30,40, , 
566,5,30,40, , 
567,14,30,41, , 
568,3,30,41, , 
569,12,30,41, , 
570,12,30,41, , 
571,13,30,41, , 
572,19,30,41, , 
573,18,30,41, , 
574,12,30,41, , 
575,13,30,41, , 
576,20,30,41, , 
577,1,30,41, , 
578,14,30,41, , 
579,14,30,41, , 
580,14,30,41, , 
581,6,30,41, , 
582,22,30,41, , 
583,10,30,41, , 
584,5,30,41, , 
585,6,30,41, , 
586,21,30,41, , 
587,18,30,41, , 
588,12,30,41, , 
589,13,30,41, , 
590,17,30,41, , 
591,10,30,41, , 
592,3,30,41, , 
593,3,31,41, , 
594,5,31,41, , 
595,5,31,41, , 
596,14,31,41, , 
597,5,31,42, , 
598,15,31,42, , 
599,3,31,42, , 
600,12,31,42, , 
601,12,31,42, , 
602,5,31,43, , 
603,4,31,43, , 
604,10,31,43, , 
605,3,31,43, , 
606,12,31,43, , 
607,13,31,43, , 
608,20,31,43, , 
609,11,31,43, , 
610,14,31,43, , 
611,14,31,43, , 
612,14,31,43, , 
613,6,31,43, , 
614,21,31,43, , 
615,18,31,43, , 
616,3,31,43, , 
617,3,32,43, , 
618,14,32,43, , 
619,14,32,43, , 
620,6,32,43, , 
621,4,32,43, , 
622,16,32,43, , 
623,14,32,43, , 
624,14,32,43, , 
625,6,32,43, , 
626,21,32,43, , 
627,15,32,43, , 
628,3,33,43, , 
629,7,33,43, , 
630,8,33,43, , 
631,14,33,44, , 
632,15,33,44, , 
633,3,34,44, , 
634,8,34,44, , 
635,14,34,44, , 
636,14,34,44, , 
637,14,34,44, , 
638,6,34,44, , 
639,21,34,44, , 
640,9,34,44, , 
641,14,34,44, , 
642,6,34,44, , 
643,21,34,44, , 
644,15,34,44, , 
645,3,35,44, , 
646,16,35,44, , 
647,5,35,44, , 
648,5,35,44, , 
649,6,35,44, , 
650,4,35,44, , 
651,10,35,44, , 
652,3,35,44, , 
653,12,35,44, , 
654,13,35,44, , 
655,2,35,44, , 
656,11,35,44, , 
657,14,35,45, , 
658,18,35,45, , 
659,12,35,45, , 
660,12,35,45, , 
661,12,36,45, , 
662,20,36,45, , 
663,9,36,45, , 
664,12,36,45, , 
665,13,36,45, , 
666,7,36,45, , 
667,11,36,45, , 
668,14,36,45, , 
669,6,36,45, , 
670,4,36,45, , 
671,18,36,45, , 
672,12,36,45, , 
673,13,36,45, , 
674,19,36,45, , 
675,16,36,45, , 
676,14,36,45, , 
677,6,36,45, , 
678,17,36,45, , 
679,15,36,45, , 
680,12,36,45, , 
681,12,36,45, , 
682,12,36,45, , 
683,13,36,45, , 
684,19,36,45, , 
685,1,36,45, , 
686,5,36,45, , 
687,5,36,45, , 
688,5,36,45, , 
689,5,36,45, , 
690,6,36,45, , 
691,22,36,45, , 
692,18,36,45, , 
693,12,36,45, , 
694,3,37,45, , 
695,2,37,45, , 
696,11,37,45, , 
697,14,37,45, , 
698,5,37,46, , 
699,21,37,46, , 
700,10,37,46, , 
701,3,37,46, , 
702,12,37,46, , 
703,3,37,46, , 
704,3,38,46, , 
705,20,38,46, , 
706,11,38,46, , 
707,5,38,46, , 
708,14,38,46, , 
709,6,38,46, , 
710,22,38,46, , 
711,18,38,46, , 
712,3,39,46, , 
713,11,39,46, , 
714,5,39,47, , 
715,15,39,47, , 
716,14,39,47, , 
717,6,39,47, , 
718,22,39,47, , 
719,10,39,47, , 
720,12,39,47, , 
721,13,39,47, , 
722,19,39,47, , 
723,8,39,47, , 
724,5,39,47, , 
725,6,39,47, , 
726,22,39,47, , 
727,18,39,47, , 
728,5,39,47, , 
729,5,39,48, , 
730,4,39,48, , 
731,15,39,48, , 
732,12,39,48, , 
733,3,39,48, , 
734,12,39,48, , 
735,3,39,48, , 
736,12,39,48, , 
737,3,39,48, , 
738,12,39,48, , 
739,12,39,48, , 
740,3,39,48, , 
741,12,39,48, , 
742,13,39,48, , 
743,2,39,48, , 
744,8,39,48, , 
745,5,39,49, , 
746,21,39,49, , 
747,15,39,49, , 
748,12,39,49, , 
749,13,39,49, , 
750,20,39,49, , 
751,18,39,49, , 
752,12,39,49, , 
753,13,39,49, , 
754,19,39,49, , 
755,8,39,49, , 
756,14,39,49, , 
757,5,39,49, , 
758,6,39,49, , 
759,22,39,49, , 
760,18,39,49, , 
761,3,39,49, , 
762,3,39,49, , 
763,12,39,49, , 
764,12,39,49, , 
765,3,40,49, , 
766,5,40,50, , 
767,12,40,50, , 
768,3,41,50, , 
769,7,41,50, , 
770,18,41,50, , 
771,12,41,50, , 
772,12,41,50, , 
773,13,41,50, , 
774,19,41,50, , 
775,18,41,50, , 
776,3,42,50, , 
777,1,42,50, , 
778,14,42,50, , 
779,6,42,50, , 
780,22,42,50, , 
781,15,42,50, , 
782,12,42,50, , 
783,3,43,50, , 
784,5,43,50, , 
785,6,43,50, , 
786,21,43,50, , 
787,9,43,50, , 
788,12,43,50, , 
789,13,43,50, , 
790,20,43,50, , 
791,8,43,50, , 
792,14,43,51, , 
793,18,43,51, , 
794,3,44,51, , 
795,1,44,51, , 
796,5,44,51, , 
797,5,44,52, , 
798,3,44,52, , 
799,3,44,52, , 
800,12,44,52, , 
801,12,44,52, , 
802,12,44,52, , 
803,13,44,52, , 
804,20,44,52, , 
805,16,44,52, , 
806,3,44,52, , 
807,3,44,52, , 
808,12,44,52, , 
809,14,44,52, , 
810,5,44,52, , 
811,5,44,53, , 
812,4,44,53, , 
813,11,44,53, , 
814,14,44,53, , 
815,6,44,53, , 
816,4,44,53, , 
817,9,44,53, , 
818,3,45,53, , 
819,14,45,53, , 
820,6,45,53, , 
821,21,45,53, , 
822,15,45,53, , 
823,3,46,53, , 
824,2,46,53, , 
825,8,46,53, , 
826,3,46,53, , 
827,12,46,53, , 
828,12,46,53, , 
829,3,46,53, , 
830,12,46,53, , 
831,12,46,53, , 
832,13,46,53, , 
833,20,46,53, , 
834,8,46,53, , 
835,5,46,53, , 
836,5,46,53, , 
837,14,46,53, , 
838,6,46,53, , 
839,4,46,53, , 
840,9,46,53, , 
841,12,46,53, , 
842,12,46,53, , 
843,3,46,53, , 
844,12,46,53, , 
845,13,46,53, , 
846,2,46,53, , 
847,1,46,53, , 
848,12,46,53, , 
849,12,46,53, , 
850,13,46,53, , 
851,19,46,53, , 
852,8,46,53, , 
853,5,46,53, , 
854,5,46,53, , 
855,14,46,53, , 
856,6,46,53, , 
857,21,46,53, , 
858,9,46,53, , 
859,12,46,53, , 
860,13,46,53, , 
861,2,46,53, , 
862,8,46,53, , 
863,14,46,53, , 
864,14,46,53, , 
865,5,46,54, , 
866,12,46,54, , 
867,3,47,54, , 
868,8,47,54, , 
869,5,47,54, , 
870,14,47,55, , 
871,17,47,55, , 
872,9,47,55, , 
873,3,48,55, , 
874,5,48,55, , 
875,5,48,56, , 
876,9,48,56, , 
877,3,48,56, , 
878,12,49,56, , 
879,7,49,56, , 
880,16,49,56, , 
881,5,49,57, , 
882,3,50,57, , 
883,5,50,57, , 
884,6,50,57, , 
885,20,50,57, , 
886,11,50,57, , 
887,3,50,57, , 
888,3,51,57, , 
889,2,51,57, , 
890,10,51,57, , 
891,3,51,57, , 
892,3,52,57, , 
893,19,52,57, , 
894,8,52,57, , 
895,14,52,57, , 
896,14,52,57, , 
897,5,52,57, , 
898,5,52,57, , 
899,14,52,57, , 
900,6,52,57, , 
901,21,52,57, , 
902,9,52,57, , 
903,3,53,57, , 
904,8,53,57, , 
905,14,53,57, , 
906,14,53,58, , 
907,9,53,58, , 
908,12,53,58, , 
909,3,53,58, , 
910,3,54,58, , 
911,20,54,58, , 
912,1,54,58, , 
913,5,54,58, , 
914,14,54,58, , 
915,6,54,58, , 
916,22,54,58, , 
917,9,54,58, , 
918,3,54,58, , 
919,12,54,58, , 
920,12,54,58, , 
921,13,54,58, , 
922,7,54,58, , 
923,11,54,58, , 
924,12,54,58, , 
925,13,54,58, , 
926,2,54,58, , 
927,11,54,58, , 
928,5,54,59, , 
929,21,54,59, , 
930,9,54,59, , 
931,12,54,59, , 
932,13,54,59, , 
933,7,54,59, , 
934,18,54,59, , 
935,12,54,59, , 
936,12,54,59, , 
937,13,54,59, , 
938,2,54,59, , 
939,8,54,59, , 
940,14,54,59, , 
941,6,54,59, , 
942,4,54,59, , 
943,10,54,59, , 
944,12,54,59, , 
945,12,54,59, , 
946,12,55,59, , 
947,7,55,59, , 
948,10,55,59, , 
949,3,56,59, , 
950,2,56,59, , 
951,16,56,59, , 
952,5,56,59, , 
953,14,56,59, , 
954,5,56,60, , 
955,3,56,60, , 
956,3,56,60, , 
957,13,56,60, , 
958,7,56,60, , 
959,11,56,60, , 
960,14,56,60, , 
961,14,56,60, , 
962,6,56,60, , 
963,17,56,60, , 
964,10,56,60, , 
965,12,56,60, , 
966,13,56,60, , 
967,7,56,60, , 
968,8,56,60, , 
969,14,56,60, , 
970,14,56,60, , 
971,6,56,60, , 
972,21,56,60, , 
973,9,56,60, , 
974,12,56,60, , 
975,12,56,60, , 
976,3,56,60, , 
977,12,56,60, , 
978,13,56,60, , 
979,2,56,60, , 
980,9,56,60, , 
981,12,56,60, , 
982,13,56,60, , 
983,2,56,60, , 
984,11,56,60, , 
985,5,56,60, , 
986,6,56,60, , 
987,22,56,60, , 
988,10,56,60, , 
989,3,57,60, , 
990,19,57,60, , 
991,8,57,60, , 
992,5,57,60, , 
993,5,57,61, , 
994,10,57,61, , 
995,3,58,61, , 
996,8,58,61, , 
997,14,58,62, , 
998,22,58,62, , 
999,18,58,62, , 
1000,12,58,62, , 
1001,12,58,62, , 
1002,3,59,62, , 
1003,1,59,62, , 
1004,14,59,62, , 
1005,6,59,62, , 
1006,17,59,62, , 
1007,10,59,62, , 
1008,3,59,62, , 
1009,12,59,62, , 
1010,13,59,62, , 
1011,7,59,62, , 
1012,10,59,62, , 
1013,12,59,62, , 
1014,3,59,62, , 
1015,12,59,62, , 
1016,12,59,62, , 
1017,13,59,62, , 
1018,21,59,62, , 
1019,9,59,62, , 
1020,12,59,62, , 
1021,12,59,62, , 
1022,13,59,62, , 
1023,20,59,62, , 
1024,16,59,62, , 
1025,5,59,63, , 
1026,15,59,63, , 
1027,12,59,63, , 
1028,5,59,63, , 
1029,14,59,63, , 
1030,6,59,63, , 
1031,21,59,63, , 
1032,11,59,63, , 
1033,5,59,64, , 
1034,21,59,64, , 
1035,15,59,64, , 
1036,12,59,64, , 
1037,13,59,64, , 
1038,2,59,64, , 
1039,8,59,64, , 
1040,14,59,64, , 
1041,6,59,64, , 
1042,7,59,64, , 
1043,16,59,64, , 
1044,14,59,64, , 
1045,6,59,64, , 
1046,7,59,64, , 
1047,10,59,64, , 
1048,3,59,64, , 
1049,3,60,64, , 
1050,2,60,64, , 
1051,11,60,64, , 
1052,14,60,64, , 
1053,14,60,64, , 
1054,14,60,65, , 
1055,21,60,65, , 
1056,15,60,65, , 
1057,3,61,65, , 
1058,1,61,65, , 
1059,14,61,65, , 
1060,5,61,66, , 
1061,22,61,66, , 
1062,15,61,66, , 
1063,3,61,66, , 
1064,3,61,66, , 
1065,12,61,66, , 
1066,13,61,66, , 
1067,19,61,66, , 
1068,8,61,66, , 
1069,14,61,66, , 
1070,5,61,67, , 
1071,10,61,67, , 
1072,3,61,67, , 
1073,3,62,67, , 
1074,8,62,67, , 
1075,14,62,68, , 
1076,12,62,68, , 
1077,13,62,68, , 
1078,7,62,68, , 
1079,1,62,68, , 
1080,14,62,68, , 
1081,14,62,68, , 
1082,5,62,68, , 
1083,14,62,68, , 
1084,14,62,68, , 
1085,6,62,68, , 
1086,17,62,68, , 
1087,9,62,68, , 
1088,12,63,68, , 
1089,7,63,68, , 
1090,11,63,68, , 
1091,14,63,68, , 
1092,6,63,68, , 
1093,21,63,68, , 
1094,15,63,68, , 
1095,3,63,68, , 
1096,12,63,68, , 
1097,12,63,68, , 
1098,13,63,68, , 
1099,7,63,68, , 
1100,16,63,68, , 
1101,14,63,68, , 
1102,6,63,68, , 
1103,22,63,68, , 
1104,16,63,68, , 
1105,12,63,68, , 
1106,5,63,69, , 
1107,4,63,69, , 
1108,9,63,69, , 
1109,3,64,69, , 
1110,11,64,69, , 
1111,5,64,69, , 
1112,14,64,69, , 
1113,14,64,69, , 
1114,14,64,69, , 
1115,14,64,69, , 
1116,6,64,69, , 
1117,4,64,69, , 
1118,15,64,69, , 
1119,12,64,69, , 
1120,13,64,69, , 
1121,7,64,69, , 
1122,11,64,69, , 
1123,5,64,69, , 
1124,14,64,69, , 
1125,6,64,69, , 
1126,17,64,69, , 
1127,18,64,69, , 
1128,12,64,69, , 
1129,13,64,69, , 
1130,7,64,69, , 
1131,8,64,69, , 
1132,14,64,69, , 
1133,6,64,69, , 
1134,22,64,69, , 
1135,15,64,69, , 
1136,5,64,69, , 
1137,12,64,69, , 
1138,3,64,69, , 
1139,12,64,69, , 
1140,3,65,69, , 
1141,14,65,69, , 
1142,5,65,69, , 
1143,6,65,69, , 
1144,4,65,69, , 
1145,9,65,69, , 
1146,3,65,69, , 
1147,3,65,69, , 
1148,3,65,69, , 
1149,3,66,69, , 
1150,14,66,69, , 
1151,5,66,70, , 
1152,18,66,70, , 
1153,3,67,70, , 
1154,16,67,70, , 
1155,5,67,70, , 
1156,5,67,71, , 
1157,18,67,71, , 
1158,12,67,71, , 
1159,12,67,71, , 
1160,13,67,71, , 
1161,7,67,71, , 
1162,11,67,71, , 
1163,14,67,71, , 
1164,6,67,71, , 
1165,21,67,71, , 
1166,9,67,71, , 
1167,5,67,71, , 
1168,5,67,71, , 
1169,5,67,72, , 
1170,9,67,72, , 
1171,12,67,72, , 
1172,3,68,72, , 
1173,14,68,72, , 
1174,5,68,73, , 
1175,22,68,73, , 
1176,18,68,73, , 
1177,3,68,73, , 
1178,12,68,73, , 
1179,5,68,73, , 
1180,14,68,73, , 
1181,3,68,73, , 
1182,3,69,73, , 
1183,14,69,73, , 
1184,6,69,73, , 
1185,7,69,73, , 
1186,11,69,73, , 
1187,12,69,73, , 
1188,3,70,73, , 
1189,19,70,73, , 
1190,16,70,73, , 
1191,14,70,73, , 
1192,6,70,73, , 
1193,4,70,73, , 
1194,10,70,73, , 
1195,12,70,73, , 
1196,13,70,73, , 
1197,19,70,73, , 
1198,11,70,73, , 
1199,14,70,73, , 
1200,12,70,73, , 
1201,12,70,73, , 
1202,13,70,73, , 
1203,20,70,73, , 
1204,11,70,73, , 
1205,5,70,73, , 
1206,14,70,73, , 
1207,5,70,73, , 
1208,14,70,73, , 
1209,5,70,73, , 
1210,5,70,74, , 
1211,10,70,74, , 
1212,3,70,74, , 
1213,3,71,74, , 
1214,16,71,74, , 
1215,5,71,75, , 
1216,15,71,75, , 
1217,12,71,75, , 
1218,12,71,75, , 
1219,12,72,75, , 
1220,16,72,75, , 
1221,5,72,76, , 
1222,4,72,76, , 
1223,9,72,76, , 
1224,12,72,76, , 
1225,3,73,76, , 
1226,16,73,76, , 
1227,5,73,76, , 
1228,5,73,77, , 
1229,9,73,77, , 
1230,3,73,77, , 
1231,13,73,77, , 
1232,7,73,77, , 
1233,1,73,77, , 
1234,14,73,78, , 
1235,18,73,78, , 
1236,3,73,78, , 
1237,3,73,78, , 
1238,12,73,78, , 
1239,3,74,78, , 
1240,14,74,78, , 
1241,6,74,78, , 
1242,21,74,78, , 
