Time,jersey_number,TeamA_Goals,TeamB_Goals,Team,numberGoals
524,3,27,39,A, 
525,3,27,39,A, 
526,13,27,39,A, 
527,20,27,39,B, 
528,8,27,39,B, 
529,14,27,39,B, 
530,14,27,39,B, 
531,14,27,39,B, 
532,12,27,39,A, 
533,12,27,39,A, 
534,12,27,39,A, 
535,13,27,39,A, 
536,2,27,39,B, 
537,16,27,39,B, 
538,14,27,40,B, 
539,10,27,40,B, 
540,3,27,40,A, 
541,13,27,40,A, 
542,20,27,40,B, 
543,18,27,40,B, 
544,3,28,40,A, 
545,20,28,40,B, 
546,1,28,40,B, 
547,14,28,40,B, 
548,6,28,40,B, 
549,17,28,40,B, 
550,18,28,40,B, 
551,12,28,40,A, 
552,3,28,40,A, 
553,12,28,40,A, 
554,3,28,40,A, 
555,3,29,40,A, 
556,14,29,40,B, 
557,6,29,40,B, 
558,22,29,40,B, 
559,9,29,40,B, 
560,12,29,40,A, 
561,13,29,40,A, 
562,22,29,40,B, 
563,10,29,40,B, 
564,3,30,40,A, 
565,1,30,40,B, 
566,5,30,40,B, 
567,14,30,41,B, 
568,3,30,41,A, 
569,12,30,41,A, 
570,12,30,41,A, 
571,13,30,41,A, 
572,19,30,41,B, 
573,18,30,41,B, 
574,12,30,41,A, 
575,13,30,41,A, 
576,20,30,41,B, 
577,1,30,41,B, 
578,14,30,41,B, 
579,14,30,41,B, 
580,14,30,41,B, 
581,6,30,41,B, 
582,22,30,41,B, 
583,10,30,41,B, 
584,5,30,41,B, 
585,6,30,41,B, 
586,21,30,41,B, 
587,18,30,41,B, 
588,12,30,41,A, 
589,13,30,41,A, 
590,17,30,41,B, 
591,10,30,41,B, 
592,3,30,41,A, 
593,3,31,41,A, 
594,5,31,41,B, 
595,5,31,41,B, 
596,14,31,41,B, 
597,5,31,42,B, 
598,15,31,42,B, 
599,3,31,42,A, 
600,12,31,42,A, 
601,12,31,42,A, 
602,5,31,43,B, 
603,4,31,43,B, 
604,10,31,43,B, 
605,3,31,43,A, 
606,12,31,43,A, 
607,13,31,43,A, 
608,20,31,43,B, 
609,11,31,43,B, 
610,14,31,43,B, 
611,14,31,43,B, 
612,14,31,43,B, 
613,6,31,43,B, 
614,21,31,43,B, 
615,18,31,43,B, 
616,3,31,43,A, 
617,3,32,43,A, 
618,14,32,43,B, 
619,14,32,43,B, 
620,6,32,43,B, 
621,4,32,43,B, 
622,16,32,43,B, 
623,14,32,43,B, 
624,14,32,43,B, 
625,6,32,43,B, 
626,21,32,43,B, 
627,15,32,43,B, 
628,3,33,43,A, 
629,7,33,43,B, 
630,8,33,43,B, 
631,14,33,44,B, 
632,15,33,44,B, 
633,3,34,44,A, 
634,8,34,44,B, 
635,14,34,44,B, 
636,14,34,44,B, 
637,14,34,44,B, 
638,6,34,44,B, 
639,21,34,44,B, 
640,9,34,44,B, 
641,14,34,44,B, 
642,6,34,44,B, 
643,21,34,44,B, 
644,15,34,44,B, 
645,3,35,44,A, 
646,16,35,44,B, 
647,5,35,44,B, 
648,5,35,44,B, 
649,6,35,44,B, 
650,4,35,44,B, 
651,10,35,44,B, 
652,3,35,44,A, 
653,12,35,44,A, 
654,13,35,44,A, 
655,2,35,44,B, 
656,11,35,44,B, 
657,14,35,45,B, 
658,18,35,45,B, 
659,12,35,45,A, 
660,12,35,45,A, 
661,12,36,45,A, 
662,20,36,45,B, 
663,9,36,45,B, 
664,12,36,45,A, 
665,13,36,45,A, 
666,7,36,45,B, 
667,11,36,45,B, 
668,14,36,45,B, 
669,6,36,45,B, 
670,4,36,45,B, 
671,18,36,45,B, 
672,12,36,45,A, 
673,13,36,45,A, 
674,19,36,45,B, 
675,16,36,45,B, 
676,14,36,45,B, 
677,6,36,45,B, 
678,17,36,45,B, 
679,15,36,45,B, 
680,12,36,45,A, 
681,12,36,45,A, 
682,12,36,45,A, 
683,13,36,45,A, 
684,19,36,45,B, 
685,1,36,45,B, 
686,5,36,45,B, 
687,5,36,45,B, 
688,5,36,45,B, 
689,5,36,45,B, 
690,6,36,45,B, 
691,22,36,45,B, 
692,18,36,45,B, 
693,12,36,45,A, 
694,3,37,45,A, 
695,2,37,45,B, 
696,11,37,45,B, 
697,14,37,45,B, 
698,5,37,46,B, 
699,21,37,46,B, 
700,10,37,46,B, 
701,3,37,46,A, 
702,12,37,46,A, 
703,3,37,46,A, 
704,3,38,46,A, 
705,20,38,46,B, 
706,11,38,46,B, 
707,5,38,46,B, 
708,14,38,46,B, 
709,6,38,46,B, 
710,22,38,46,B, 
711,18,38,46,B, 
712,3,39,46,A, 
713,11,39,46,B, 
714,5,39,47,B, 
715,15,39,47,B, 
716,14,39,47,B, 
717,6,39,47,B, 
718,22,39,47,B, 
719,10,39,47,B, 
720,12,39,47,A, 
721,13,39,47,A, 
722,19,39,47,B, 
723,8,39,47,B, 
724,5,39,47,B, 
725,6,39,47,B, 
726,22,39,47,B, 
727,18,39,47,B, 
728,5,39,47,B, 
729,5,39,48,B, 
730,4,39,48,B, 
731,15,39,48,B, 
732,12,39,48,A, 
733,3,39,48,A, 
734,12,39,48,A, 
735,3,39,48,A, 
736,12,39,48,A, 
737,3,39,48,A, 
738,12,39,48,A, 
739,12,39,48,A, 
740,3,39,48,A, 
741,12,39,48,A, 
742,13,39,48,A, 
743,2,39,48,B, 
744,8,39,48,B, 
745,5,39,49,B, 
746,21,39,49,B, 
747,15,39,49,B, 
748,12,39,49,A, 
749,13,39,49,A, 
750,20,39,49,B, 
751,18,39,49,B, 
752,12,39,49,A, 
753,13,39,49,A, 
754,19,39,49,B, 
755,8,39,49,B, 
756,14,39,49,B, 
757,5,39,49,B, 
758,6,39,49,B, 
759,22,39,49,B, 
760,18,39,49,B, 
761,3,39,49,A, 
762,3,39,49,A, 
763,12,39,49,A, 
764,12,39,49,A, 
765,3,40,49,A, 
766,5,40,50,B, 
767,12,40,50,A, 
768,3,41,50,A, 
769,7,41,50,B, 
770,18,41,50,B, 
771,12,41,50,A, 
772,12,41,50,A, 
773,13,41,50,A, 
774,19,41,50,B, 
775,18,41,50,B, 
776,3,42,50,A, 
777,1,42,50,B, 
778,14,42,50,B, 
779,6,42,50,B, 
780,22,42,50,B, 
781,15,42,50,B, 
782,12,42,50,A, 
783,3,43,50,A, 
784,5,43,50,B, 
785,6,43,50,B, 
786,21,43,50,B, 
787,9,43,50,B, 
788,12,43,50,A, 
789,13,43,50,A, 
790,20,43,50,B, 
791,8,43,50,B, 
792,14,43,51,B, 
793,18,43,51,B, 
794,3,44,51,A, 
795,1,44,51,B, 
796,5,44,51,B, 
797,5,44,52,B, 
798,3,44,52,A, 
799,3,44,52,A, 
800,12,44,52,A, 
801,12,44,52,A, 
802,12,44,52,A, 
803,13,44,52,A, 
804,20,44,52,B, 
805,16,44,52,B, 
806,3,44,52,A, 
807,3,44,52,A, 
808,12,44,52,A, 
809,14,44,52,B, 
810,5,44,52,B, 
811,5,44,53,B, 
812,4,44,53,B, 
813,11,44,53,B, 
814,14,44,53,B, 
815,6,44,53,B, 
816,4,44,53,B, 
817,9,44,53,B, 
818,3,45,53,A, 
819,14,45,53,B, 
820,6,45,53,B, 
821,21,45,53,B, 
822,15,45,53,B, 
823,3,46,53,A, 
824,2,46,53,B, 
825,8,46,53,B, 
826,3,46,53,A, 
827,12,46,53,A, 
828,12,46,53,A, 
829,3,46,53,A, 
830,12,46,53,A, 
831,12,46,53,A, 
832,13,46,53,A, 
833,20,46,53,B, 
834,8,46,53,B, 
835,5,46,53,B, 
836,5,46,53,B, 
837,14,46,53,B, 
838,6,46,53,B, 
839,4,46,53,B, 
840,9,46,53,B, 
841,12,46,53,A, 
842,12,46,53,A, 
843,3,46,53,A, 
844,12,46,53,A, 
845,13,46,53,A, 
846,2,46,53,B, 
847,1,46,53,B, 
848,12,46,53,A, 
849,12,46,53,A, 
850,13,46,53,A, 
851,19,46,53,B, 
852,8,46,53,B, 
853,5,46,53,B, 
854,5,46,53,B, 
855,14,46,53,B, 
856,6,46,53,B, 
857,21,46,53,B, 
858,9,46,53,B, 
859,12,46,53,A, 
860,13,46,53,A, 
861,2,46,53,B, 
862,8,46,53,B, 
863,14,46,53,B, 
864,14,46,53,B, 
865,5,46,54,B, 
866,12,46,54,A, 
867,3,47,54,A, 
868,8,47,54,B, 
869,5,47,54,B, 
870,14,47,55,B, 
871,17,47,55,B, 
872,9,47,55,B, 
873,3,48,55,A, 
874,5,48,55,B, 
875,5,48,56,B, 
876,9,48,56,B, 
877,3,48,56,A, 
878,12,49,56,A, 
879,7,49,56,B, 
880,16,49,56,B, 
881,5,49,57,B, 
882,3,50,57,A, 
883,5,50,57,B, 
884,6,50,57,B, 
885,20,50,57,B, 
886,11,50,57,B, 
887,3,50,57,A, 
888,3,51,57,A, 
889,2,51,57,B, 
890,10,51,57,B, 
891,3,51,57,A, 
892,3,52,57,A, 
893,19,52,57,B, 
894,8,52,57,B, 
895,14,52,57,B, 
896,14,52,57,B, 
897,5,52,57,B, 
898,5,52,57,B, 
899,14,52,57,B, 
900,6,52,57,B, 
901,21,52,57,B, 
902,9,52,57,B, 
903,3,53,57,A, 
904,8,53,57,B, 
905,14,53,57,B, 
906,14,53,58,B, 
907,9,53,58,B, 
908,12,53,58,A, 
909,3,53,58,A, 
910,3,54,58,A, 
911,20,54,58,B, 
912,1,54,58,B, 
913,5,54,58,B, 
914,14,54,58,B, 
915,6,54,58,B, 
916,22,54,58,B, 
917,9,54,58,B, 
918,3,54,58,A, 
919,12,54,58,A, 
920,12,54,58,A, 
921,13,54,58,A, 
922,7,54,58,B, 
923,11,54,58,B, 
924,12,54,58,A, 
925,13,54,58,A, 
926,2,54,58,B, 
927,11,54,58,B, 
928,5,54,59,B, 
929,21,54,59,B, 
930,9,54,59,B, 
931,12,54,59,A, 
932,13,54,59,A, 
933,7,54,59,B, 
934,18,54,59,B, 
935,12,54,59,A, 
936,12,54,59,A, 
937,13,54,59,A, 
938,2,54,59,B, 
939,8,54,59,B, 
940,14,54,59,B, 
941,6,54,59,B, 
942,4,54,59,B, 
943,10,54,59,B, 
944,12,54,59,A, 
945,12,54,59,A, 
946,12,55,59,A, 
947,7,55,59,B, 
948,10,55,59,B, 
949,3,56,59,A, 
950,2,56,59,B, 
951,16,56,59,B, 
952,5,56,59,B, 
953,14,56,59,B, 
954,5,56,60,B, 
955,3,56,60,A, 
956,3,56,60,A, 
957,13,56,60,A, 
958,7,56,60,B, 
959,11,56,60,B, 
960,14,56,60,B, 
961,14,56,60,B, 
962,6,56,60,B, 
963,17,56,60,B, 
964,10,56,60,B, 
965,12,56,60,A, 
966,13,56,60,A, 
967,7,56,60,B, 
968,8,56,60,B, 
969,14,56,60,B, 
970,14,56,60,B, 
971,6,56,60,B, 
972,21,56,60,B, 
973,9,56,60,B, 
974,12,56,60,A, 
975,12,56,60,A, 
976,3,56,60,A, 
977,12,56,60,A, 
978,13,56,60,A, 
979,2,56,60,B, 
980,9,56,60,B, 
981,12,56,60,A, 
982,13,56,60,A, 
983,2,56,60,B, 
984,11,56,60,B, 
985,5,56,60,B, 
986,6,56,60,B, 
987,22,56,60,B, 
988,10,56,60,B, 
989,3,57,60,A, 
990,19,57,60,B, 
991,8,57,60,B, 
992,5,57,60,B, 
993,5,57,61,B, 
994,10,57,61,B, 
995,3,58,61,A, 
996,8,58,61,B, 
997,14,58,62,B, 
998,22,58,62,B, 
999,18,58,62,B, 
1000,12,58,62,A, 
1001,12,58,62,A, 
1002,3,59,62,A, 
1003,1,59,62,B, 
1004,14,59,62,B, 
1005,6,59,62,B, 
1006,17,59,62,B, 
1007,10,59,62,B, 
1008,3,59,62,A, 
1009,12,59,62,A, 
1010,13,59,62,A, 
1011,7,59,62,B, 
1012,10,59,62,B, 
1013,12,59,62,A, 
1014,3,59,62,A, 
1015,12,59,62,A, 
1016,12,59,62,A, 
1017,13,59,62,A, 
1018,21,59,62,B, 
1019,9,59,62,B, 
1020,12,59,62,A, 
1021,12,59,62,A, 
1022,13,59,62,A, 
1023,20,59,62,B, 
1024,16,59,62,B, 
1025,5,59,63,B, 
1026,15,59,63,B, 
1027,12,59,63,A, 
1028,5,59,63,B, 
1029,14,59,63,B, 
1030,6,59,63,B, 
1031,21,59,63,B, 
1032,11,59,63,B, 
1033,5,59,64,B, 
1034,21,59,64,B, 
1035,15,59,64,B, 
1036,12,59,64,A, 
1037,13,59,64,A, 
1038,2,59,64,B, 
1039,8,59,64,B, 
1040,14,59,64,B, 
1041,6,59,64,B, 
1042,7,59,64,B, 
1043,16,59,64,B, 
1044,14,59,64,B, 
1045,6,59,64,B, 
1046,7,59,64,B, 
1047,10,59,64,B, 
1048,3,59,64,A, 
1049,3,60,64,A, 
1050,2,60,64,B, 
1051,11,60,64,B, 
1052,14,60,64,B, 
1053,14,60,64,B, 
1054,14,60,65,B, 
1055,21,60,65,B, 
1056,15,60,65,B, 
1057,3,61,65,A, 
1058,1,61,65,B, 
1059,14,61,65,B, 
1060,5,61,66,B, 
1061,22,61,66,B, 
1062,15,61,66,B, 
1063,3,61,66,A, 
1064,3,61,66,A, 
1065,12,61,66,A, 
1066,13,61,66,A, 
1067,19,61,66,B, 
1068,8,61,66,B, 
1069,14,61,66,B, 
1070,5,61,67,B, 
1071,10,61,67,B, 
1072,3,61,67,A, 
1073,3,62,67,A, 
1074,8,62,67,B, 
1075,14,62,68,B, 
1076,12,62,68,A, 
1077,13,62,68,A, 
1078,7,62,68,B, 
1079,1,62,68,B, 
1080,14,62,68,B, 
1081,14,62,68,B, 
1082,5,62,68,B, 
1083,14,62,68,B, 
1084,14,62,68,B, 
1085,6,62,68,B, 
1086,17,62,68,B, 
1087,9,62,68,B, 
1088,12,63,68,A, 
1089,7,63,68,B, 
1090,11,63,68,B, 
1091,14,63,68,B, 
1092,6,63,68,B, 
1093,21,63,68,B, 
1094,15,63,68,B, 
1095,3,63,68,A, 
1096,12,63,68,A, 
1097,12,63,68,A, 
1098,13,63,68,A, 
1099,7,63,68,B, 
1100,16,63,68,B, 
1101,14,63,68,B, 
1102,6,63,68,B, 
1103,22,63,68,B, 
1104,16,63,68,B, 
1105,12,63,68,A, 
1106,5,63,69,B, 
1107,4,63,69,B, 
1108,9,63,69,B, 
1109,3,64,69,A, 
1110,11,64,69,B, 
1111,5,64,69,B, 
1112,14,64,69,B, 
1113,14,64,69,B, 
1114,14,64,69,B, 
1115,14,64,69,B, 
1116,6,64,69,B, 
1117,4,64,69,B, 
1118,15,64,69,B, 
1119,12,64,69,A, 
1120,13,64,69,A, 
1121,7,64,69,B, 
1122,11,64,69,B, 
1123,5,64,69,B, 
1124,14,64,69,B, 
1125,6,64,69,B, 
1126,17,64,69,B, 
1127,18,64,69,B, 
1128,12,64,69,A, 
1129,13,64,69,A, 
1130,7,64,69,B, 
1131,8,64,69,B, 
1132,14,64,69,B, 
1133,6,64,69,B, 
1134,22,64,69,B, 
1135,15,64,69,B, 
1136,5,64,69,B, 
1137,12,64,69,A, 
1138,3,64,69,A, 
1139,12,64,69,A, 
1140,3,65,69,A, 
1141,14,65,69,B, 
1142,5,65,69,B, 
1143,6,65,69,B, 
1144,4,65,69,B, 
1145,9,65,69,B, 
1146,3,65,69,A, 
1147,3,65,69,A, 
