Time,jersey_number,TeamA_Goals,TeamB_Goals,Team,numberGoals
145,14,7,11,B,1
146,9,7,11,A,1
147,3,8,11,A,1
148,5,8,12,B,1
149,17,8,12,A,1
150,18,8,12,A,1
151,3,9,12,A,1
152,5,9,12,B,1
153,6,9,12,A,1
154,21,9,12,A,1
155,8,9,12,B,1
156,5,9,12,B,1
157,6,9,12,A,1
158,21,9,12,A,1
159,10,9,12,A,1
160,5,9,13,B,1
161,15,9,13,A,1
162,12,9,13,A,1
163,3,9,13,A,1
164,12,9,13,A,1
165,13,9,13,B,1
166,19,9,13,B,1
167,1,9,13,B,1
168,5,9,13,B,1
169,14,9,13,B,1
170,14,9,13,B,1
171,5,9,14,B,1
172,4,9,14,A,1
173,15,9,14,A,1
174,3,10,14,A,1
175,2,10,14,B,1
176,8,10,14,B,1
177,14,10,14,B,1
178,6,10,14,A,1
179,17,10,14,A,1
180,9,10,14,A,1
181,12,10,14,A,1
182,13,10,14,B,1
183,7,10,14,B,1
184,11,10,14,B,1
185,14,10,14,B,1
186,5,10,15,B,1
187,3,11,15,A,1
188,11,11,15,B,1
189,14,11,15,B,1
190,6,11,15,A,1
191,21,11,15,A,1
192,18,11,15,A,1
193,3,11,15,A,1
194,12,11,15,A,1
195,12,11,15,A,1
196,13,11,15,B,1
197,7,11,15,B,1
198,8,11,15,B,1
199,14,11,16,B,1
200,10,11,16,A,1
201,12,11,16,A,1
202,13,11,16,B,1
203,7,11,16,B,1
204,1,11,16,B,1
205,5,11,17,B,1
206,22,11,17,A,1
207,15,11,17,A,1
208,12,12,17,A,1
209,19,12,17,B,1
210,16,12,17,B,1
211,14,12,17,B,1
212,5,12,18,B,1
213,12,12,18,A,1
214,12,12,18,A,1
215,12,12,18,A,1
216,13,12,18,B,1
217,20,12,18,B,1
218,11,12,18,B,1
219,14,12,18,B,1
220,6,12,18,A,1
221,22,12,18,A,1
222,18,12,18,A,1
223,3,13,18,A,1
224,2,13,18,B,1
225,11,13,18,B,1
226,5,13,18,B,1
227,14,13,18,B,1
228,6,13,18,A,1
229,22,13,18,A,1
230,18,13,18,A,1
231,12,13,18,A,1
232,13,13,18,B,1
233,2,13,18,B,1
234,11,13,18,B,1
235,5,13,18,B,1
236,5,13,19,B,1
237,18,13,19,A,1
238,3,13,19,A,1
239,12,13,19,A,1
240,13,13,19,B,1
241,19,13,19,B,1
242,16,13,19,B,1
243,14,13,19,B,1
244,6,13,19,A,1
245,21,13,19,A,1
246,10,13,19,A,1
247,12,13,19,A,1
248,5,13,20,B,1
249,10,13,20,A,1
250,12,13,20,A,1
251,3,14,20,A,1
252,11,14,20,B,1
253,5,14,20,B,1
254,14,14,20,B,1
255,5,14,20,B,1
256,6,14,20,A,1
257,17,14,20,A,1
258,15,14,20,A,1
259,5,14,21,B,1
260,12,14,21,A,1
261,13,14,21,B,1
262,19,14,21,B,1
263,1,14,21,B,1
264,3,14,21,A,1
265,3,15,21,A,1
266,1,15,21,B,1
267,14,15,21,B,1
268,14,15,22,B,1
269,10,15,22,A,1
270,14,15,22,B,1
271,5,15,23,B,1
272,12,15,23,A,1
273,13,15,23,B,1
274,7,15,23,B,1
275,11,15,23,B,1
276,12,15,23,A,1
277,13,15,23,B,1
278,2,15,23,B,1
279,8,15,23,B,1
280,5,15,23,B,1
281,14,15,23,B,1
282,6,15,23,A,1
283,17,15,23,A,1
284,18,15,23,A,1
285,12,15,23,A,1
286,13,15,23,B,1
287,17,15,23,A,1
288,10,15,23,A,1
289,12,15,23,A,1
290,13,15,23,B,1
291,7,15,23,B,1
292,1,15,23,B,1
293,14,15,23,B,1
294,5,15,24,B,1
295,15,15,24,A,1
296,3,15,24,A,1
297,3,15,24,A,1
298,3,16,24,A,1
299,14,16,24,B,1
300,6,16,24,A,1
301,4,16,24,A,1
302,18,16,24,A,1
303,12,16,24,A,1
304,3,16,24,A,1
305,3,16,24,A,1
306,3,17,24,A,1
307,1,17,24,B,1
308,12,17,24,A,1
309,12,17,24,A,1
310,3,17,24,A,1
311,3,18,24,A,1
312,7,18,24,B,1
313,11,18,24,B,1
314,5,18,24,B,1
315,12,18,24,A,1
316,12,18,24,A,1
317,13,18,24,B,1
318,2,18,24,B,1
319,16,18,24,B,1
320,5,18,25,B,1
321,10,18,25,A,1
322,12,18,25,A,1
323,12,18,25,A,1
324,13,18,25,B,1
325,19,18,25,B,1
326,1,18,25,B,1
327,14,18,25,B,1
328,5,18,25,B,1
329,5,18,26,B,1
330,21,18,26,A,1
331,18,18,26,A,1
332,3,18,26,A,1
333,5,18,27,B,1
334,3,19,27,A,1
335,8,19,27,B,1
336,5,19,28,B,1
337,21,19,28,A,1
338,15,19,28,A,1
339,12,19,28,A,1
340,12,19,28,A,1
341,13,19,28,B,1
342,20,19,28,B,1
343,18,19,28,A,1
344,12,19,28,A,1
345,13,19,28,B,1
346,17,19,28,A,1
347,15,19,28,A,1
348,3,19,28,A,1
349,12,19,28,A,1
350,12,19,28,A,1
351,13,19,28,B,1
352,7,19,28,B,1
353,11,19,28,B,1
354,5,19,29,B,1
355,4,19,29,A,1
356,18,19,29,A,1
357,12,20,29,A,1
358,1,20,29,B,1
359,14,20,29,B,1
360,5,20,29,B,1
361,5,20,29,B,1
362,14,20,29,B,1
363,6,20,29,A,1
364,17,20,29,A,1
365,15,20,29,A,1
366,12,20,29,A,1
367,13,20,29,B,1
368,20,20,29,B,1
369,8,20,29,B,1
370,14,20,29,B,1
371,5,20,30,B,1
372,22,20,30,A,1
373,18,20,30,A,1
374,12,20,30,A,1
375,3,20,30,A,1
376,13,20,30,B,1
377,4,20,30,A,1
378,10,20,30,A,1
379,5,20,31,B,1
380,9,20,31,A,1
381,12,20,31,A,1
382,13,20,31,B,1
383,19,20,31,B,1
384,16,20,31,B,1
385,5,20,32,B,1
386,21,20,32,A,1
387,10,20,32,A,1
388,3,21,32,A,1
389,7,21,32,B,1
390,11,21,32,B,1
391,3,22,32,A,1
392,20,22,32,B,1
393,11,22,32,B,1
394,14,22,32,B,1
395,6,22,32,A,1
396,17,22,32,A,1
397,10,22,32,A,1
398,3,22,32,A,1
399,12,22,32,A,1
400,12,22,32,A,1
401,12,22,32,A,1
402,13,22,32,B,1
403,2,22,32,B,1
404,16,22,32,B,1
405,14,22,32,B,1
406,5,22,33,B,1
407,18,22,33,A,1
408,3,22,33,A,1
409,3,22,33,A,1
410,13,22,33,B,1
411,19,22,33,B,1
412,9,22,33,A,1
413,3,22,33,A,1
414,13,22,33,B,1
415,20,22,33,B,1
416,8,22,33,B,1
417,5,22,34,B,1
418,21,22,34,A,1
419,9,22,34,A,1
420,12,22,34,A,1
421,13,22,34,B,1
422,7,22,34,B,1
423,11,22,34,B,1
424,14,22,34,B,1
425,5,22,34,B,1
426,14,22,34,B,1
427,6,22,34,A,1
428,21,22,34,A,1
429,9,22,34,A,1
430,3,22,34,A,1
431,13,22,34,B,1
432,19,22,34,B,1
433,1,22,34,B,1
434,14,22,34,B,1
435,5,22,34,B,1
436,6,22,34,A,1
437,4,22,34,A,1
438,15,22,34,A,1
439,12,22,34,A,1
440,12,22,34,A,1
441,13,22,34,B,1
442,19,22,34,B,1
443,16,22,34,B,1
444,14,22,34,B,1
445,6,22,34,A,1
446,17,22,34,A,1
447,10,22,34,A,1
448,3,23,34,A,1
449,5,23,35,B,1
450,12,23,35,A,1
451,12,23,35,A,1
452,13,23,35,B,1
453,7,23,35,B,1
454,18,23,35,A,1
455,12,23,35,A,1
456,12,23,35,A,1
457,13,23,35,B,1
458,19,23,35,B,1
459,11,23,35,B,1
460,14,23,35,B,1
461,5,23,35,B,1
462,14,23,35,B,1
463,3,23,35,A,1
464,14,23,36,B,1
465,17,23,36,A,1
466,10,23,36,A,1
467,3,23,36,A,1
468,13,23,36,B,1
469,2,23,36,B,1
470,16,23,36,B,1
471,5,23,36,B,1
472,12,23,36,A,1
473,5,23,36,B,1
474,14,23,37,B,1
475,9,23,37,A,1
476,14,23,37,B,1
477,6,23,37,A,1
478,4,23,37,A,1
479,15,23,37,A,1
480,3,23,37,A,1
481,3,24,37,A,1
482,1,24,37,B,1
483,5,24,37,B,1
484,14,24,37,B,1
485,5,24,37,B,1
486,14,24,37,B,1
487,6,24,37,A,1
488,17,24,37,A,1
489,10,24,37,A,1
490,12,24,37,A,1
491,12,24,37,A,1
492,12,24,37,A,1
493,3,25,37,A,1
494,16,25,37,B,1
495,12,25,37,A,1
496,13,25,37,B,1
497,7,25,37,B,1
498,18,25,37,A,1
499,3,25,37,A,1
500,12,25,37,A,1
501,13,25,37,B,1
502,20,25,37,B,1
503,18,25,37,A,1
504,5,25,37,B,1
505,6,25,37,A,1
506,22,25,37,A,1
507,9,25,37,A,1
508,3,26,37,A,1
509,8,26,37,B,1
510,5,26,38,B,1
511,18,26,38,A,1
512,12,26,38,A,1
513,12,26,38,A,1
514,3,26,38,A,1
515,3,27,38,A,1
516,1,27,38,B,1
517,5,27,39,B,1
518,22,27,39,A,1
519,18,27,39,A,1
520,3,27,39,A,1
521,13,27,39,B,1
522,22,27,39,A,1
523,9,27,39,A,1
524,3,27,39,A,1
525,3,27,39,A,1
526,13,27,39,B,1
527,20,27,39,B,1
528,8,27,39,B,1
529,14,27,39,B,1
530,14,27,39,B,1
531,14,27,39,B,1
532,12,27,39,A,1
533,12,27,39,A,1
534,12,27,39,A,1
535,13,27,39,B,1
536,2,27,39,B,1
537,16,27,39,B,1
538,14,27,40,B,1
539,10,27,40,A,1
540,3,27,40,A,1
541,13,27,40,B,1
542,20,27,40,B,1
543,18,27,40,A,1
544,3,28,40,A,1
545,20,28,40,B,1
546,1,28,40,B,1
547,14,28,40,B,1
548,6,28,40,A,1
549,17,28,40,A,1
550,18,28,40,A,1
551,12,28,40,A,1
552,3,28,40,A,1
553,12,28,40,A,1
554,3,28,40,A,1
555,3,29,40,A,1
556,14,29,40,B,1
557,6,29,40,A,1
558,22,29,40,A,1
559,9,29,40,A,1
560,12,29,40,A,1
561,13,29,40,B,1
562,22,29,40,A,1
563,10,29,40,A,1
564,3,30,40,A,1
565,1,30,40,B,1
566,5,30,40,B,1
567,14,30,41,B,1
568,3,30,41,A,1
569,12,30,41,A,1
570,12,30,41,A,1
571,13,30,41,B,1
572,19,30,41,B,1
573,18,30,41,A,1
574,12,30,41,A,1
575,13,30,41,B,1
576,20,30,41,B,1
577,1,30,41,B,1
578,14,30,41,B,1
579,14,30,41,B,1
580,14,30,41,B,1
581,6,30,41,A,1
582,22,30,41,A,1
583,10,30,41,A,1
584,5,30,41,B,1
585,6,30,41,A,1
586,21,30,41,A,1
587,18,30,41,A,1
588,12,30,41,A,1
589,13,30,41,B,1
590,17,30,41,A,1
591,10,30,41,A,1
592,3,30,41,A,1
593,3,31,41,A,1
594,5,31,41,B,1
595,5,31,41,B,1
596,14,31,41,B,1
597,5,31,42,B,1
598,15,31,42,A,1
599,3,31,42,A,1
600,12,31,42,A,1
601,12,31,42,A,1
602,5,31,43,B,1
603,4,31,43,A,1
604,10,31,43,A,1
605,3,31,43,A,1
606,12,31,43,A,1
607,13,31,43,B,1
608,20,31,43,B,1
609,11,31,43,B,1
610,14,31,43,B,1
611,14,31,43,B,1
612,14,31,43,B,1
613,6,31,43,A,1
614,21,31,43,A,1
615,18,31,43,A,1
616,3,31,43,A,1
617,3,32,43,A,1
618,14,32,43,B,1
619,14,32,43,B,1
620,6,32,43,A,1
621,4,32,43,A,1
622,16,32,43,B,1
623,14,32,43,B,1
624,14,32,43,B,1
625,6,32,43,A,1
626,21,32,43,A,1
627,15,32,43,A,1
628,3,33,43,A,1
629,7,33,43,B,1
630,8,33,43,B,1
631,14,33,44,B,1
632,15,33,44,A,1
633,3,34,44,A,1
634,8,34,44,B,1
635,14,34,44,B,1
636,14,34,44,B,1
637,14,34,44,B,1
638,6,34,44,A,1
639,21,34,44,A,1
640,9,34,44,A,1
641,14,34,44,B,1
642,6,34,44,A,1
643,21,34,44,A,1
644,15,34,44,A,1
645,3,35,44,A,1
646,16,35,44,B,1
647,5,35,44,B,1
648,5,35,44,B,1
649,6,35,44,A,1
650,4,35,44,A,1
651,10,35,44,A,1
652,3,35,44,A,1
653,12,35,44,A,1
654,13,35,44,B,1
655,2,35,44,B,1
656,11,35,44,B,1
657,14,35,45,B,1
658,18,35,45,A,1
659,12,35,45,A,1
660,12,35,45,A,1
661,12,36,45,A,1
662,20,36,45,B,1
663,9,36,45,A,1
664,12,36,45,A,1
665,13,36,45,B,1
666,7,36,45,B,1
667,11,36,45,B,1
668,14,36,45,B,1
669,6,36,45,A,1
670,4,36,45,A,1
671,18,36,45,A,1
672,12,36,45,A,1
673,13,36,45,B,1
674,19,36,45,B,1
675,16,36,45,B,1
676,14,36,45,B,1
677,6,36,45,A,1
678,17,36,45,A,1
679,15,36,45,A,1
680,12,36,45,A,1
681,12,36,45,A,1
682,12,36,45,A,1
683,13,36,45,B,1
684,19,36,45,B,1
685,1,36,45,B,1
686,5,36,45,B,1
687,5,36,45,B,1
688,5,36,45,B,1
689,5,36,45,B,1
690,6,36,45,A,1
691,22,36,45,A,1
692,18,36,45,A,1
693,12,36,45,A,1
694,3,37,45,A,1
695,2,37,45,B,1
696,11,37,45,B,1
697,14,37,45,B,1
698,5,37,46,B,1
699,21,37,46,A,1
700,10,37,46,A,1
701,3,37,46,A,1
702,12,37,46,A,1
703,3,37,46,A,1
704,3,38,46,A,1
705,20,38,46,B,1
706,11,38,46,B,1
707,5,38,46,B,1
708,14,38,46,B,1
709,6,38,46,A,1
710,22,38,46,A,1
711,18,38,46,A,1
712,3,39,46,A,1
713,11,39,46,B,1
714,5,39,47,B,1
715,15,39,47,A,1
716,14,39,47,B,1
717,6,39,47,A,1
718,22,39,47,A,1
719,10,39,47,A,1
720,12,39,47,A,1
721,13,39,47,B,1
722,19,39,47,B,1
723,8,39,47,B,1
724,5,39,47,B,1
725,6,39,47,A,1
726,22,39,47,A,1
727,18,39,47,A,1
728,5,39,47,B,1
729,5,39,48,B,1
730,4,39,48,A,1
731,15,39,48,A,1
732,12,39,48,A,1
733,3,39,48,A,1
734,12,39,48,A,1
735,3,39,48,A,1
736,12,39,48,A,1
737,3,39,48,A,1
738,12,39,48,A,1
739,12,39,48,A,1
740,3,39,48,A,1
741,12,39,48,A,1
742,13,39,48,B,1
743,2,39,48,B,1
744,8,39,48,B,1
745,5,39,49,B,1
746,21,39,49,A,1
747,15,39,49,A,1
748,12,39,49,A,1
749,13,39,49,B,1
750,20,39,49,B,1
751,18,39,49,A,1
752,12,39,49,A,1
753,13,39,49,B,1
754,19,39,49,B,1
755,8,39,49,B,1
756,14,39,49,B,1
757,5,39,49,B,1
758,6,39,49,A,1
759,22,39,49,A,1
760,18,39,49,A,1
761,3,39,49,A,1
762,3,39,49,A,1
763,12,39,49,A,1
764,12,39,49,A,1
765,3,40,49,A,1
766,5,40,50,B,1
767,12,40,50,A,1
768,3,41,50,A,1
769,7,41,50,B,1
770,18,41,50,A,1
771,12,41,50,A,1
772,12,41,50,A,1
773,13,41,50,B,1
774,19,41,50,B,1
775,18,41,50,A,1
776,3,42,50,A,1
777,1,42,50,B,1
778,14,42,50,B,1
779,6,42,50,A,1
780,22,42,50,A,1
781,15,42,50,A,1
782,12,42,50,A,1
783,3,43,50,A,1
784,5,43,50,B,1
785,6,43,50,A,1
786,21,43,50,A,1
787,9,43,50,A,1
788,12,43,50,A,1
789,13,43,50,B,1
790,20,43,50,B,1
791,8,43,50,B,1
792,14,43,51,B,1
793,18,43,51,A,1
794,3,44,51,A,1
795,1,44,51,B,1
796,5,44,51,B,1
797,5,44,52,B,1
798,3,44,52,A,1
799,3,44,52,A,1
800,12,44,52,A,1
801,12,44,52,A,1
802,12,44,52,A,1
803,13,44,52,B,1
804,20,44,52,B,1
805,16,44,52,B,1
806,3,44,52,A,1
807,3,44,52,A,1
808,12,44,52,A,1
809,14,44,52,B,1
810,5,44,52,B,1
811,5,44,53,B,1
812,4,44,53,A,1
813,11,44,53,B,1
814,14,44,53,B,1
815,6,44,53,A,1
816,4,44,53,A,1
817,9,44,53,A,1
818,3,45,53,A,1
819,14,45,53,B,1
820,6,45,53,A,1
821,21,45,53,A,1
822,15,45,53,A,1
823,3,46,53,A,1
824,2,46,53,B,1
825,8,46,53,B,1
826,3,46,53,A,1
827,12,46,53,A,1
828,12,46,53,A,1
829,3,46,53,A,1
830,12,46,53,A,1
831,12,46,53,A,1
832,13,46,53,B,1
833,20,46,53,B,1
834,8,46,53,B,1
835,5,46,53,B,1
836,5,46,53,B,1
837,14,46,53,B,1
838,6,46,53,A,1
839,4,46,53,A,1
840,9,46,53,A,1
841,12,46,53,A,1
842,12,46,53,A,1
843,3,46,53,A,1
844,12,46,53,A,1
845,13,46,53,B,1
846,2,46,53,B,1
847,1,46,53,B,1
848,12,46,53,A,1
849,12,46,53,A,1
850,13,46,53,B,1
851,19,46,53,B,1
852,8,46,53,B,1
853,5,46,53,B,1
854,5,46,53,B,1
855,14,46,53,B,1
856,6,46,53,A,1
857,21,46,53,A,1
858,9,46,53,A,1
859,12,46,53,A,1
860,13,46,53,B,1
861,2,46,53,B,1
862,8,46,53,B,1
863,14,46,53,B,1
864,14,46,53,B,1
865,5,46,54,B,1
866,12,46,54,A,1
867,3,47,54,A,1
868,8,47,54,B,1
869,5,47,54,B,1
870,14,47,55,B,1
871,17,47,55,A,1
872,9,47,55,A,1
873,3,48,55,A,1
874,5,48,55,B,1
875,5,48,56,B,1
876,9,48,56,A,1
877,3,48,56,A,1
878,12,49,56,A,1
879,7,49,56,B,1
880,16,49,56,B,1
881,5,49,57,B,1
882,3,50,57,A,1
883,5,50,57,B,1
884,6,50,57,A,1
885,20,50,57,B,1
886,11,50,57,B,1
887,3,50,57,A,1
888,3,51,57,A,1
889,2,51,57,B,1
890,10,51,57,A,1
891,3,51,57,A,1
892,3,52,57,A,1
893,19,52,57,B,1
894,8,52,57,B,1
895,14,52,57,B,1
896,14,52,57,B,1
897,5,52,57,B,1
898,5,52,57,B,1
899,14,52,57,B,1
900,6,52,57,A,1
901,21,52,57,A,1
902,9,52,57,A,1
903,3,53,57,A,1
904,8,53,57,B,1
905,14,53,57,B,1
906,14,53,58,B,1
907,9,53,58,A,1
908,12,53,58,A,1
909,3,53,58,A,1
910,3,54,58,A,1
911,20,54,58,B,1
912,1,54,58,B,1
913,5,54,58,B,1
914,14,54,58,B,1
915,6,54,58,A,1
916,22,54,58,A,1
917,9,54,58,A,1
918,3,54,58,A,1
919,12,54,58,A,1
920,12,54,58,A,1
921,13,54,58,B,1
922,7,54,58,B,1
923,11,54,58,B,1
924,12,54,58,A,1
925,13,54,58,B,1
926,2,54,58,B,1
927,11,54,58,B,1
928,5,54,59,B,1
929,21,54,59,A,1
930,9,54,59,A,1
931,12,54,59,A,1
932,13,54,59,B,1
933,7,54,59,B,1
934,18,54,59,A,1
935,12,54,59,A,1
936,12,54,59,A,1
937,13,54,59,B,1
938,2,54,59,B,1
939,8,54,59,B,1
940,14,54,59,B,1
941,6,54,59,A,1
942,4,54,59,A,1
943,10,54,59,A,1
944,12,54,59,A,1
945,12,54,59,A,1
946,12,55,59,A,1
947,7,55,59,B,1
948,10,55,59,A,1
949,3,56,59,A,1
950,2,56,59,B,1
951,16,56,59,B,1
952,5,56,59,B,1
953,14,56,59,B,1
954,5,56,60,B,1
955,3,56,60,A,1
956,3,56,60,A,1
957,13,56,60,B,1
958,7,56,60,B,1
959,11,56,60,B,1
960,14,56,60,B,1
961,14,56,60,B,1
962,6,56,60,A,1
963,17,56,60,A,1
964,10,56,60,A,1
965,12,56,60,A,1
966,13,56,60,B,1
967,7,56,60,B,1
968,8,56,60,B,1
969,14,56,60,B,1
970,14,56,60,B,1
971,6,56,60,A,1
972,21,56,60,A,1
973,9,56,60,A,1
974,12,56,60,A,1
975,12,56,60,A,1
976,3,56,60,A,1
977,12,56,60,A,1
978,13,56,60,B,1
979,2,56,60,B,1
980,9,56,60,A,1
981,12,56,60,A,1
982,13,56,60,B,1
983,2,56,60,B,1
984,11,56,60,B,1
985,5,56,60,B,1
986,6,56,60,A,1
987,22,56,60,A,1
988,10,56,60,A,1
989,3,57,60,A,1
990,19,57,60,B,1
991,8,57,60,B,1
992,5,57,60,B,1
993,5,57,61,B,1
994,10,57,61,A,1
995,3,58,61,A,1
996,8,58,61,B,1
997,14,58,62,B,1
998,22,58,62,A,1
999,18,58,62,A,1
1000,12,58,62,A,1
1001,12,58,62,A,1
1002,3,59,62,A,1
1003,1,59,62,B,1
1004,14,59,62,B,1
1005,6,59,62,A,1
1006,17,59,62,A,1
1007,10,59,62,A,1
1008,3,59,62,A,1
1009,12,59,62,A,1
1010,13,59,62,B,1
1011,7,59,62,B,1
1012,10,59,62,A,1
1013,12,59,62,A,1
1014,3,59,62,A,1
1015,12,59,62,A,1
1016,12,59,62,A,1
1017,13,59,62,B,1
1018,21,59,62,A,1
1019,9,59,62,A,1
1020,12,59,62,A,1
1021,12,59,62,A,1
1022,13,59,62,B,1
1023,20,59,62,B,1
1024,16,59,62,B,1
1025,5,59,63,B,1
1026,15,59,63,A,1
1027,12,59,63,A,1
1028,5,59,63,B,1
1029,14,59,63,B,1
1030,6,59,63,A,1
1031,21,59,63,A,1
1032,11,59,63,B,1
1033,5,59,64,B,1
1034,21,59,64,A,1
1035,15,59,64,A,1
1036,12,59,64,A,1
1037,13,59,64,B,1
1038,2,59,64,B,1
1039,8,59,64,B,1
1040,14,59,64,B,1
1041,6,59,64,A,1
1042,7,59,64,B,1
1043,16,59,64,B,1
1044,14,59,64,B,1
1045,6,59,64,A,1
1046,7,59,64,B,1
1047,10,59,64,A,1
1048,3,59,64,A,1
1049,3,60,64,A,1
1050,2,60,64,B,1
1051,11,60,64,B,1
1052,14,60,64,B,1
1053,14,60,64,B,1
1054,14,60,65,B,1
1055,21,60,65,A,1
1056,15,60,65,A,1
1057,3,61,65,A,1
1058,1,61,65,B,1
1059,14,61,65,B,1
1060,5,61,66,B,1
1061,22,61,66,A,1
1062,15,61,66,A,1
1063,3,61,66,A,1
1064,3,61,66,A,1
1065,12,61,66,A,1
1066,13,61,66,B,1
1067,19,61,66,B,1
1068,8,61,66,B,1
1069,14,61,66,B,1
1070,5,61,67,B,1
1071,10,61,67,A,1
1072,3,61,67,A,1
1073,3,62,67,A,1
1074,8,62,67,B,1
1075,14,62,68,B,1
1076,12,62,68,A,1
1077,13,62,68,B,1
1078,7,62,68,B,1
1079,1,62,68,B,1
1080,14,62,68,B,1
1081,14,62,68,B,1
1082,5,62,68,B,1
1083,14,62,68,B,1
1084,14,62,68,B,1
1085,6,62,68,A,1
1086,17,62,68,A,1
1087,9,62,68,A,1
1088,12,63,68,A,1
1089,7,63,68,B,1
1090,11,63,68,B,1
1091,14,63,68,B,1
1092,6,63,68,A,1
1093,21,63,68,A,1
1094,15,63,68,A,1
1095,3,63,68,A,1
1096,12,63,68,A,1
1097,12,63,68,A,1
1098,13,63,68,B,1
1099,7,63,68,B,1
1100,16,63,68,B,1
1101,14,63,68,B,1
1102,6,63,68,A,1
1103,22,63,68,A,1
1104,16,63,68,B,1
1105,12,63,68,A,1
1106,5,63,69,B,1
1107,4,63,69,A,1
1108,9,63,69,A,1
1109,3,64,69,A,1
1110,11,64,69,B,1
1111,5,64,69,B,1
1112,14,64,69,B,1
1113,14,64,69,B,1
1114,14,64,69,B,1
1115,14,64,69,B,1
1116,6,64,69,A,1
1117,4,64,69,A,1
1118,15,64,69,A,1
1119,12,64,69,A,1
1120,13,64,69,B,1
1121,7,64,69,B,1
1122,11,64,69,B,1
1123,5,64,69,B,1
1124,14,64,69,B,1
1125,6,64,69,A,1
1126,17,64,69,A,1
1127,18,64,69,A,1
1128,12,64,69,A,1
1129,13,64,69,B,1
1130,7,64,69,B,1
1131,8,64,69,B,1
1132,14,64,69,B,1
1133,6,64,69,A,1
1134,22,64,69,A,1
1135,15,64,69,A,1
1136,5,64,69,B,1
1137,12,64,69,A,1
1138,3,64,69,A,1
1139,12,64,69,A,1
1140,3,65,69,A,1
1141,14,65,69,B,1
1142,5,65,69,B,1
1143,6,65,69,A,1
1144,4,65,69,A,1
1145,9,65,69,A,1
1146,3,65,69,A,1
1147,3,65,69,A,1
